Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
kit energía eólica para casa,110,12,0.31,1.00,323000,"Informational, Transactional","Reviews, Video, Image, Image pack","0.29,0.08,0.22,0.29,0.14,0.08,0.10,0.29,0.29,0.18,0.29,1.00"
la energía electrica,110,44,0.76,0.07,30000000,Informational,"Reviews, Site links, FAQ, Video carousel, Knowledge panel","0.01,0.01,0.02,0.04,0.01,0.02,0.02,0.04,0.19,1.00,0.54,0.12"
la energía en las personas,110,20,0.00,0.00,402000000,Informational,"People also ask, Video carousel","0.34,0.34,0.53,0.53,0.43,1.00,0.65,0.53,0.00,0.00,0.00,0.00"
la energía eólica,110,43,0.17,0.08,11100000,Informational,"Reviews, Site links, FAQ, Top stories, People also ask, Video carousel, Knowledge panel","0.06,0.12,0.21,0.34,0.21,0.21,0.28,0.43,0.34,1.00,0.81,0.00"
linterna energizer,110,18,0.17,1.00,441000,Informational,"Video, Image, Image pack, Video carousel","0.52,0.52,0.52,1.00,0.52,0.66,0.52,0.52,0.52,0.33,0.42,0.42"
logos energía clientes,110,8,0.78,0.15,1090000,"Informational, Transactional","Reviews, FAQ, Image pack","0.33,0.33,0.33,0.66,0.66,0.66,0.42,1.00,0.80,1.00,0.66,0.52"
logos energía permanencia,110,20,0.53,0.12,84,Informational,"Reviews, FAQ, People also ask, Image pack","0.00,0.00,0.21,0.06,1.00,0.65,0.53,0.53,0.53,0.43,0.28,0.12"
logos energía reseñas,110,,0.00,0.00,,,,1.00
lúmina energía opiniones,110,18,0.46,0.23,52,Informational,"Reviews, Site links, Image pack, Knowledge panel","0.65,0.81,0.43,0.28,0.21,0.21,0.21,0.28,0.15,0.12,0.03,0.06"
masmovil energía,110,33,1.28,0.34,119000,Navigational,"Local pack, Reviews, Site links, FAQ, Video, People also ask","0.64,0.78,0.78,0.78,0.78,1.00,0.78,0.78,0.50,0.50,0.64,0.50"
massol energía opiniones,110,19,0.91,0.79,64,"Informational, Navigational","Reviews, Image pack, Knowledge panel","1.00,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.01,0.00,0.02,0.02"
materia y energía,110,32,0.00,0.00,109000000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.08,0.22,0.18,0.18,0.18,0.22,0.22,0.54,0.54,0.04,0.00,0.06"
museo energía ponferrada,110,41,0.00,0.00,90,"Informational, Transactional","Reviews, Site links, FAQ, Image, Image pack, Video carousel, Knowledge panel","1.00,0.52,0.52,0.33,0.52,0.33,0.33,0.33,0.66,0.52,0.42,1.00"
más luz energía area clientes,110,30,0.00,0.29,21200000,Informational,"Reviews, Site links, People also ask","0.04,0.04,1.00,0.81,0.04,0.29,0.04,0.04,0.04,0.02,0.04,0.04"
música para elevar la energía,110,50,0.00,0.00,2250000,"Informational, Transactional","Reviews, Video, People also ask","0.19,0.66,0.66,1.00,0.80,0.52,0.80,0.52,0.23,0.23,0.19,0.14"
nabalia energía teléfono gratuito,110,25,1.21,0.38,58,Informational,"Featured snippet, Reviews, FAQ, Image pack","1.00,0.17,0.43,0.17,0.17,0.82,0.17,0.17,0.05,0.05,0.05,0.05"
número de teléfono de aldro energía,110,30,2.13,0.39,87,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.28,0.28,0.28,0.43,0.43,0.53,0.53,1.00,0.28,0.28,0.21,0.15"
número de teléfono de energía xx1,110,28,2.29,0.49,29400000,Informational,"Featured snippet, Reviews, Site links, People also ask","0.64,0.78,0.64,0.78,0.78,1.00,1.00,1.00,0.78,1.00,0.78,1.00"
objetos que dan buena energía,110,32,0.00,0.18,15600000,Informational,"Video, Image, People also ask","0.02,0.02,0.35,0.35,0.35,1.00,0.02,0.53,0.43,0.28,0.17,0.23"
ods 7 energía asequible y no contaminante,110,33,0.78,0.03,87400,Informational,"FAQ, People also ask, Image pack, Video carousel","0.02,0.02,0.35,0.82,0.02,0.02,1.00,0.35,0.35,0.12,0.12,0.05"
operador del mercado ibérico de energía,110,30,0.82,0.04,93000,"Informational, Navigational","Site links, People also ask, Knowledge panel","0.33,0.19,0.52,0.42,0.66,0.80,0.42,1.00,0.80,0.80,0.52,0.33"
oráculo de las 7 energías,110,17,0.15,1.00,100,Transactional,"Reviews, Video, Image, Image pack, Shopping ads","0.02,0.02,0.02,0.28,1.00,0.53,0.43,0.35,0.35,0.28,0.23,0.17"
pedro sánchez energía,110,42,0.00,0.00,86,Informational,"Video, Image pack, Video carousel, Twitter","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.02,0.02,0.02"
personas que te roban la energía,110,26,0.00,0.00,740000,Informational,"Reviews, Video, People also ask","0.65,1.00,0.15,0.15,0.15,0.42,1.00,0.15,0.07,0.15,0.07,0.11"
precio energía europa,110,30,0.00,0.02,36600000,Commercial,"Reviews, Site links, Image, People also ask, Image pack, Twitter","0.15,0.65,0.65,0.21,0.53,0.15,0.12,1.00,0.34,0.09,0.28,0.65"
próxima energía compensación excedentes,110,24,0.42,0.35,133000,Informational,"Video, People also ask, Image pack","0.00,0.00,0.04,0.02,0.10,0.02,0.02,0.29,1.00,0.66,0.54,0.66"
péndulo energía espiritual,110,19,0.00,0.77,276000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.78,0.78,0.78,0.64,0.78,0.78,0.64,0.78,0.78,0.78,0.78,1.00"
que alimentos te dan energía,110,41,0.08,0.19,45500000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.82,1.00,0.82,0.82,0.64,0.82,0.82,1.00,0.00,0.00,0.00,0.00"
que es el coste de la energía en la factura,110,26,0.80,0.09,2950000,Informational,"Reviews, Site links, People also ask, Video carousel","0.52,0.66,0.19,0.42,0.66,1.00,1.00,1.00,0.23,0.14,0.09,0.23"
que es energía de ionización,110,29,0.00,0.00,1250000,Informational,"Reviews, People also ask, Video carousel, Knowledge panel","0.03,0.34,1.00,0.81,0.28,0.34,0.28,0.28,0.21,0.53,0.43,0.09"
que es la energía eolica,110,42,0.13,0.07,2090000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.06,0.12,0.21,0.34,0.28,0.28,0.34,0.53,0.43,0.81,0.65,0.03"
que es la energía oscura,110,41,0.00,0.00,11100000,Informational,"Reviews, Site links, Video, People also ask, Video carousel, Knowledge panel","0.19,0.65,1.00,1.00,0.53,0.53,0.42,0.34,0.00,0.42,0.00,0.00"
que son las energías,110,49,0.38,0.01,68000000,Informational,"Reviews, Site links, Video, People also ask, Knowledge panel","0.03,0.15,0.15,0.15,0.12,0.21,0.21,0.34,1.00,0.81,1.00,0.00"
qué es la energía eléctrica,110,42,0.76,0.07,72300000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.09,0.15,0.28,0.34,0.15,0.28,0.28,0.43,0.34,1.00,0.53,0.00"
qué es la energía solar,110,47,1.18,0.69,55200000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.15,0.19,0.34,0.34,0.26,0.34,0.34,0.42,0.34,1.00,0.80,0.00"
qué son las fuentes de energía,110,36,0.00,0.00,106000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.06,0.00,1.00,0.43,0.00"
real betis energía plus,110,37,0.00,0.00,92,"Informational, Navigational","Site links, Video, Image, Twitter, Instant answer, Knowledge panel","0.52,0.66,0.42,0.52,0.42,0.23,0.33,0.19,1.00,0.33,0.42,0.52"
remedios caseros para tener energía todo día,110,31,0.00,0.97,982000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.82,0.64,0.41,0.29,0.29,0.64,0.64,0.82,0.64,1.00,1.00,0.29"
renta 4 megatendencias ariema hidrógeno y energías sostenibles fi,110,20,0.00,0.06,63,Transactional,"Reviews, Video, Image pack","0.03,0.24,0.03,0.03,0.10,0.13,0.13,0.03,0.03,0.01,0.01,0.01"
respira energía autoconsumo,110,22,1.07,1.00,17500,Informational,"Reviews, Site links, Image pack, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.15,0.15,1.00,0.15,0.02,0.12,0.05,0.04"
respira energía opiniones,110,17,0.83,0.24,3820000,Informational,"Reviews, Site links, FAQ, Video, Image pack, Knowledge panel","0.09,0.14,0.14,0.52,0.80,1.00,1.00,0.66,0.42,0.19,0.52,0.33"
se la energía que quieres atraer,110,23,0.00,0.09,3930000,Informational,"Reviews, Video, People also ask, Image pack","0.64,1.00,1.00,0.64,0.64,1.00,0.78,0.78,0.64,0.78,0.64,0.64"
secretaría estado energía,110,24,0.00,0.00,38300000,Informational,"Site links, Video, People also ask, Image pack","0.03,0.81,1.00,0.44,0.01,0.01,0.01,0.03,0.03,0.03,0.03,0.03"
solicitar cita previa energía xxi,110,38,0.00,0.03,36,Informational,"Reviews, Site links, Video, People also ask","0.81,0.08,0.08,0.54,0.08,0.08,0.08,0.08,0.04,0.08,0.04,0.04"
som energía teléfono,110,32,0.00,0.00,89,Commercial,"Local pack, Reviews, Site links, Video, Image pack","1.00,0.66,0.66,0.00,0.09"
suplementos para dar energía y fuerza,110,25,0.36,1.00,1100000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask, Image pack","1.00,1.00,0.82,0.52,0.29,0.64,0.64,0.82,0.52,0.52,0.52,0.52"
símbolo energía,110,29,0.00,0.00,30300000,Informational,"Featured snippet, Reviews, Video, Image, People also ask, Image pack","0.34,0.65,0.80,0.80,0.53,0.65,0.53,0.80,0.00,0.00,0.00,0.00"
tarifas nexus energía,110,29,0.65,0.57,96,"Informational, Transactional","Reviews, Site links, FAQ, Image pack, Knowledge panel","0.29,0.10,0.66,0.10,1.00,0.10,0.10,0.10,0.04,0.04,0.04,0.04"
teléfono aldro energía,110,31,1.82,0.46,26300,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.17,0.28,0.23,0.23,0.28,0.43,0.53,1.00,0.28,0.00,0.00,0.12"
teléfono atención al cliente energía 21,110,32,1.18,0.43,94,Commercial,"Reviews, Site links, People also ask","0.64,0.52,0.52,0.64,0.64,0.82,0.82,1.00,0.64,0.64,0.64,0.64"
teléfono endesa energía 21,110,34,1.82,0.44,82,Informational,"Reviews, Site links, FAQ, People also ask","0.22,0.10,1.00,0.81,0.10,0.10,0.10,0.10,0.08,0.06,0.06,0.06"
teléfono gana energía,110,31,3.02,0.33,7940000,"Informational, Transactional","Reviews, Site links, Video, People also ask, Knowledge panel","0.52,0.66,0.52,0.66,0.66,0.66,0.52,0.52,0.42,0.33,0.52,1.00"
tempos energía,110,34,0.00,0.00,347000000,Navigational,"Reviews, Site links, Video, Image pack, Video carousel, Knowledge panel","0.10,1.00,0.81,0.10,0.10,0.10,0.22,0.04,0.04,0.14,0.08,0.04"
teorema del trabajo y la energía cinética,110,24,0.00,0.00,164000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.01,0.01,0.01,1.00,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.01"
tipos de energía eléctrica,110,50,0.24,0.04,49500000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.26,0.42,0.42,0.42,0.26,0.26,0.26,0.65,0.53,0.80,0.53,0.03"
tipos de la energía,110,58,0.50,0.01,227000000,Informational,"Featured snippet, Reviews, Site links, Video, Image, People also ask","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.00,0.23,0.00"
trabajo energía potencial,110,33,0.00,0.00,30900000,Informational,"Featured snippet, Site links, People also ask, Image pack, Video carousel","0.17,0.43,0.66,0.66,0.35,0.53,0.43,0.53,0.00,0.00,0.00,0.00"
transformaciones de energía ejemplos,110,36,0.00,0.00,8170000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel, Knowledge panel","0.04,0.06,0.14,0.14,0.08,0.14,0.18,0.43,0.35,0.66,0.43,0.00"
unidad en que se mide la energía,110,26,0.00,0.00,15800000,Informational,"Featured snippet, Reviews, Video, People also ask","0.12,0.43,0.43,0.34,0.15,0.28,0.34,0.43,0.34,0.81,0.81,0.06"
unidades energía potencial,110,40,0.00,0.01,30500000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Video carousel","0.06,0.53,0.81,0.81,0.43,0.65,0.43,0.65,0.00,0.00,0.00,0.00"
ventajas de la energía biomasa,110,30,0.63,0.02,3860000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.06,0.06,0.12,0.34,0.21,0.28,0.53,0.53,0.43,1.00,0.65,0.00"
ventajas y desventajas de la energía mareomotriz,110,20,0.00,0.00,32100,Informational,"Reviews, FAQ, Video, People also ask, Image pack","0.00,0.03,0.15,0.42,0.26,0.34,0.53,0.65,0.65,1.00,0.80,0.07"
ventajas y desventajas de las energías no renovables,110,15,0.00,0.00,826000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.43,0.00,0.00,0.00,0.00,0.00,1.00,0.53,0.35,0.66,0.43,0.02"
vitaminas para tener energía y ánimo,110,16,0.35,1.00,1110000,Informational,"Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.02,0.02,0.02,0.02,0.02,1.00,0.02,0.22,0.35,0.43,0.66,0.81"
