Type,Title,ngstarinserted__divcontains_class_ecludnone,ngstarinserted__divcontains_class_ecludnone3,eclrow,eclrow5,eclrow7,Content8,eclrow9,Image
 AEG , AGS625F6NX 925052608 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , EUT5NF26X 925052621 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LNT5MF32U0 925993289 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LNT7MF46X2 925993305 ,Annual energy consumption, 359,Sum of the volumes of the frozen compartment(s), 137,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 344, 344,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZNME36FW0 925993310 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LRT5MF38W1 923421130 ,Annual energy consumption, 152,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 390, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LUT5NF28W0 922717078 ,Annual energy consumption, 311,Sum of the volumes of the frozen compartment(s), 280,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Balay , 3GFF563XE ,Annual energy consumption, 294,Sum of the volumes of the frozen compartment(s), 242,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZUNN26FW 925052623 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , EUT5NF26W 925052619 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LNT5MF32W0 925993288 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 230, 230,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LNT5MF36U0 925993298 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZNME31FW0 925993330 ,Annual energy consumption, 314,Sum of the volumes of the frozen compartment(s), 120,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 203, 203,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZNME36FW0 925993331 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Faure , FCBE36FW0 925993335 ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZRME38FW1 923421134 ,Annual energy consumption, 152,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 390, 390,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Electrolux , LUT5NF28U0 922717080 ,Annual energy consumption, 311,Sum of the volumes of the frozen compartment(s), 280,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Zanussi , ZUHE30FW2 922717133 ,Annual energy consumption, 311,Sum of the volumes of the frozen compartment(s), 280,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 AEG , AGE625F7NW 925052610 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 AEG , AGS625F6NW 925052613 ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 253,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 AVINTAGE , AVU54TXDZA ,Annual energy consumption, 145,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 134, 134,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 CANDY , CWC 150 MH ,Annual energy consumption, 158,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 121, 121,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 AVINTAGE , AVU52TXA ,Annual energy consumption, 130,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 146, 146,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 BAUKNECHT , KG StopFrost 172 IN 2 ,Annual energy consumption, 233,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 197, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 BAUKNECHT , KG 1702 LF IN 2 ,Annual energy consumption, 233,Sum of the volumes of the frozen compartment(s), 111,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 197, 197,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 LAMO/PYRAMIDEA , BCD-258VX/MAMBO300 ,Annual energy consumption, 253,Sum of the volumes of the frozen compartment(s), 64,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 186, 186,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 AVINTAGE , AVU23TXA ,Annual energy consumption, 98,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 58, 58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LAMO/PYRAMIDEA , BC-50/FRG50B FRG50S FRG50R ,Annual energy consumption," 95,63",Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 46, 46,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LAMO/PYRAMIDEA , BCD-210/ MAMBO240 ,Annual energy consumption, 227,Sum of the volumes of the frozen compartment(s), 48,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 160, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 INDESIT , IBD 5517 B UK 1 ,Annual energy consumption, 274,Sum of the volumes of the frozen compartment(s), 100,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 154, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 LAMO/PYRAMIDEA , BCD-210/MAMBO245 ,Annual energy consumption, 227,Sum of the volumes of the frozen compartment(s), 48,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 160, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 INDESIT , IBD 5517 S UK 1 ,Annual energy consumption, 274,Sum of the volumes of the frozen compartment(s), 100,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 154, 154,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 NABO , KGS 2050 ,Annual energy consumption, 241,Sum of the volumes of the frozen compartment(s), 37,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 169, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 AVINTAGE , AVI97AX3ZI ,Annual energy consumption, 162,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 246, 246,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 AVINTAGE , AVU41TXDPA ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 119, 119,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 NABO , WS 9634 ,Annual energy consumption, 145,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 93, 93,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 AVINTAGE , AVI48PREMIUM ,Annual energy consumption, 162,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 132, 132,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 AVINTAGE , AVI60PREMIUM ,Annual energy consumption, 142,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 88, 88,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png
 Beko , RCNA406E61ZXBHN ,Annual energy consumption, 171,Sum of the volumes of the frozen compartment(s), 109,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 253, 253,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 SMEG , FAB30LOR5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30LPB5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RPG5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Point , RS900BSN ,Annual energy consumption, 254,Sum of the volumes of the frozen compartment(s), 182,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 338, 338,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RPB5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RWH5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30LBL5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RWH5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB32RCR5 ,Annual energy consumption, 204,Sum of the volumes of the frozen compartment(s), 97,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 234, 234,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30LRD5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30LPG5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RCR5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30RPG5 ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 SMEG , FAB30LRD5UK ,Annual energy consumption, 168,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 222, 222,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
