Type,Title,eclrow,eclrow1,eclrow4,eclrow5,Image
 U5 , KRYO 70 P E ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 1 453,72",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HAUSER GmbH  , URP04-T CA744 3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 20 367,37",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HAUSER GmbH  , URP04-T-H CA744 2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 969,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 HAUSER GmbH  , URP04-T-H CA744 3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 22 569,04",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 Maxxfrost , 4181.911 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 1 071,64",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 FRIGOGLASS , Flex-35 Tall [R600a] ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 584,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04 CA744 2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 14 475,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04 CA744 1875 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 541,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04-H CA744 1875 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 12 656,01",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04-H CA744 2500 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 969,48",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04 CA744 3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 20 367,37",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04-M CA744 1875 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 541,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 HAUSER GmbH  , URP04-H CA744 3750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 22 569,04",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 L2G , N-SVEN ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 622,06",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 L2G , SARINA ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 376,42",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 JUKA , K-1 ML 4 ,Type of refrigerating appliance, Gelato-scooping cabinet,Annual energy consumption," 2 190,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 L2G , LEONIE ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 002,03",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 3D 01000111 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 402,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 3D R290 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 402,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 2D 01000111 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 066,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 4D 01000111 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 330,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 2D R290 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 066,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , SMI INDUS 90.207 4D R290 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 15 330,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Diamond , TAVT/4G-R2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 171,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KBS-Gastrotechnik GmbH , KBS 375 GDU ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 1 038,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KBS Gastrotechnik GmbH , D 400 ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 701,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KBS Gastrotechnik GmbH , D 401 ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 643,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KBS Gastrotechnik GmbH , D 500 ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 956,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KAPLANLAR , PEARL M PFS 1960 V2 255705107 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 215,28",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , PEARL M PFS 1960 V2 255705108 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 324,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , PEARL M PFS 1960 V2 255704082 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 390,35",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , PEARL M PFS 1960 V2 255705109 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 302,81",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GREEN COLD SISTEMAS INDUSTRIALES , ST 0 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 806,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 GREEN COLD SISTEMAS INDUSTRIALES , ST 1 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 806,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 Diamond , TAVT/3G-R2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 973,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Diamond , TAVX/3G-R2 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 973,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 L2G , SIMON ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 345,33",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KBS Gastrotechnik GmbH , D 201 ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 675,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KBS Gastrotechnik GmbH , D 300 ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 405,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 GREEN COLD SISTEMAS INDUSTRIALES , CONCEPT COOLER ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 285,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 GastroHero , SC-280F ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 496,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 Maxxfrost , 4660.760 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 1 427,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , LCM MUSCA 1.25 02050021 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 584,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , LCD DORADO 03 1.2 02050031 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 438,20",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , LCD DORADO 03 2.0 02050031 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 522,35",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 ES SYSTEM K , LCD DORADO 03 1.2 02010031 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 931,05",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , GOLD WALL V2 257304376 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 738,59",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KAPLANLAR , LIMESTONE V2 244106097 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 989,65",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ES SYSTEM K , LCD DORADO 03 2.0 02010031 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 956,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KAPLANLAR , ONIX V3 200504260 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 668,95",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 GGG , UKG700.01 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 018,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 Hedeco , EST80111 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 841,89",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 CELIT , MDC 87 PRO ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 030,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 INOMAK , CBP172/GL ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 796,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.4 R290 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 228,06",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , ROLL IN MILK T 251504187 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 968,35",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , ROLL IN MILK T 251504190 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 17 877,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , GOLD GLASS WIDE V2 257508005 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 216,15",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.4 01030122 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 226,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.4 01010122 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 270,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.0 01030122 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 920,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.0 R290 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 920,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , GOLD GLASS WIDE V2 257508058 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 668,55",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.4 R290 (ODP) ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 270,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.0 R290 (ODP) ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 664,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.4 01011100 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 339,95",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 ES SYSTEM K , LCC CARINA 06 1.0 01010122 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 664,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KAPLANLAR , GOLD GLASS WIDE V2 257507971 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 13 001,30",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KAPLANLAR , GOLD GLASS WIDE V2 257506019 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 13 062,35",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 KAPLANLAR , GOLD GLASS WIDE V2 257507969 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 10 625,15",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Mondial , JUMBO 1000 LED R290 ,Type of refrigerating appliance, Beverage coolers,Annual energy consumption," 2 175,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KAPLANLAR , ONIX V3 200508679 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 394,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , OPAL V3 247009061 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 529,45",https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png
 KAPLANLAR , OPAL V3 247009068 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 4 252,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , OPAL V3 247010753 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 3 299,60",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , OPAL V3 247010748 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 475,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png
 KAPLANLAR , OPAL V3 247006656 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 8 752,70",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , OPAL V3 247010750 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 475,10",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , OPAL V3 247008055 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 909,45",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , OPAL V3 247009593 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 11 263,90",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
 KAPLANLAR , OPAL V3 247009150 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 405,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png
